keyword,avg_monthly_searches,searches_past_months
ai test engineer,50,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 20, 30, 30, 20, 30, 20, 20, 20, 40, 50, 20, 40, 40, 50, 40, 30, 50, 40, 40, 70, 40, 30, 40, 30, 50, 70, 90, 70, 90, 50]"
ai operations analyst,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 70, 50, 10, 40, 30, 20, 70, 40, 50, 50, 70, 110]"
ai ml architect,50,"[20, 30, 40, 20, 20, 30, 30, 40, 70, 30, 50, 70, 40, 50, 50, 70, 50, 50, 70, 70, 50, 90, 90, 70, 50, 90, 90, 110, 90, 50, 110, 90, 90, 90, 50, 70, 70, 50, 50, 70, 30, 40, 50, 70, 50, 50, 40, 20]"
ai audio engineer,50,"[10, 10, 10, 10, 10, 30, 10, 20, 30, 70, 50, 50, 50, 50, 40, 50, 40, 40, 50, 50, 70, 40, 70, 70, 40, 40, 50, 50, 40, 70, 50, 50, 70, 70, 50, 70, 70, 50, 40, 40, 50, 40, 50, 50, 50, 50, 50, 50]"
vp of ai,50,"[10, 10, 10, 10, 20, 10, 10, 20, 20, 30, 30, 30, 30, 40, 40, 30, 30, 30, 40, 50, 50, 40, 40, 30, 40, 40, 70, 50, 40, 40, 50, 70, 70, 90, 70, 70, 70, 70, 40, 40, 30, 40, 70, 70, 70, 90, 90, 70]"
ai bias auditor,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 20, 40, 70, 40, 40, 40, 40, 20, 30, 30, 30, 50, 30, 20, 20, 20, 50, 30, 30, 30, 30, 20, 40, 50, 30, 40, 40, 50, 40, 40, 40, 30, 40, 50, 70, 110, 50, 50]"
medical ai trainer,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 20, 20, 20, 20, 20, 30, 30, 40, 50, 70, 50, 40, 90, 70, 50, 50]"
ai safety engineer,50,"[10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 70, 20, 20, 10, 10, 10, 10, 10, 10, 20, 30, 10, 20, 10, 10, 20, 10, 20, 20, 20, 20, 30, 30, 30, 30, 30, 50, 30, 30, 20, 30, 30, 50, 70, 90, 50, 50, 50]"
ai enterprise architect,50,"[10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 20, 20, 10, 30, 20, 20, 10, 30, 20, 30, 30, 40, 50, 20, 20, 50, 50, 40, 50, 70, 140, 140, 140, 90, 90, 40, 40, 140, 50, 30, 30, 40, 50, 140, 40, 90, 30]"
ai data architect,50,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 30, 30, 10, 20, 30, 40, 30, 20, 20, 10, 20, 10, 30, 30, 20, 40, 50, 40, 40, 40, 40, 40, 70, 50, 40, 30, 40, 30, 50, 50, 70, 70, 50]"
lead ai engineer,50,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 10, 10, 30, 20, 20, 10, 10, 20, 20, 20, 20, 20, 20, 20, 20, 20, 40, 40, 50, 20, 40, 40, 50, 90, 70, 40, 70, 50, 50, 70, 50, 70]"
ai infrastructure architect,50,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 20, 10, 20, 10, 10, 20, 10, 10, 20, 50, 40, 30, 30, 30, 40, 30, 40, 50, 40, 50, 30, 40, 30, 40, 40, 50, 170, 70, 70, 40]"
ai technical writer,40,"[10, 10, 20, 10, 10, 20, 30, 30, 40, 50, 50, 30, 50, 40, 30, 50, 50, 40, 70, 90, 70, 50, 70, 70, 70, 50, 70, 70, 40, 90, 170, 70, 70, 70, 40, 50, 50, 40, 30, 50, 30, 20, 30, 40, 70, 50, 40, 20]"
ai sound mixer,40,"[10, 10, 10, 10, 10, 10, 20, 20, 30, 30, 30, 50, 30, 10, 50, 40, 40, 50, 30, 40, 40, 40, 70, 50, 30, 30, 30, 30, 30, 30, 30, 30, 30, 40, 30, 50, 30, 40, 40, 70, 40, 40, 50, 30, 30, 20, 30, 50]"
ai quality engineer,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 30, 20, 20, 20, 20, 30, 30, 50, 50, 90, 90, 50]"
ai risk analyst,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 10, 20, 20, 40, 20, 30, 70, 40, 50, 50, 50, 70]"
principal ai architect,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 20, 20, 20, 40, 20, 30, 40, 30, 30, 40, 50, 70, 70, 40]"
ai performance engineer,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 10, 10, 10, 10, 40, 50, 20, 20, 20, 20, 40, 20, 20, 30, 40, 30, 30, 30, 50, 30, 40, 50]"
head of ai product,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 140, 90, 10, 10, 10, 10, 20, 10, 10]"
ai evaluation engineer,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 30, 30, 30, 40, 50, 50, 40, 90, 70]"
ai solutions specialist,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 10, 10, 10, 30, 10, 30, 30, 30, 30, 40, 30, 20, 30, 50, 50, 40, 40]"
ai governance specialist,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 10, 20, 20, 20, 10, 10, 20, 20, 20, 20, 30, 40, 30, 40, 20, 30, 30, 50, 30, 70, 40, 50]"
ai art director,40,"[40, 10, 10, 10, 10, 10, 10, 10, 30, 20, 20, 10, 30, 10, 20, 20, 20, 10, 30, 30, 10, 20, 20, 20, 10, 20, 20, 10, 20, 10, 20, 30, 30, 30, 40, 50, 40, 30, 30, 40, 40, 30, 40, 50, 50, 50, 40, 30]"
ai implementation engineer,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 30, 30, 30, 20, 20, 30, 10, 20, 30, 40, 70, 70, 50]"
founding ai engineer,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 10, 20, 30, 20, 10, 10, 10, 30, 30, 30, 30, 20, 40, 20, 30, 40, 50, 50, 40, 40, 40, 40, 30, 50, 40]"
ai customer success manager,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 10, 10, 20, 20, 20, 20, 20, 30, 30, 30, 20, 30, 40, 40, 50, 30, 30, 20, 30, 30, 40, 30, 40, 50, 70, 40]"
ai brand strategist,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 30, 30, 30, 20, 30, 30, 20, 40, 30, 20, 30, 20, 10, 40, 30, 40, 40, 40, 40, 30, 50, 50, 70, 70, 70, 70, 70, 30, 20, 50, 20, 40, 20, 20, 10]"
conversational ai designer,40,"[10, 10, 10, 20, 20, 20, 20, 20, 20, 30, 40, 30, 40, 40, 20, 30, 40, 20, 20, 30, 30, 20, 20, 40, 30, 50, 30, 40, 30, 50, 90, 50, 50, 40, 40, 40, 50, 50, 40, 40, 30, 30, 30, 40, 40, 50, 30, 20]"
ai sound engineer,40,"[10, 10, 10, 10, 10, 10, 20, 10, 20, 30, 50, 40, 30, 50, 30, 30, 30, 30, 20, 30, 30, 50, 20, 30, 30, 30, 20, 30, 20, 30, 40, 40, 50, 50, 50, 40, 50, 50, 40, 30, 30, 50, 40, 50, 50, 30, 40, 40]"
ai actuary,40,"[10, 10, 10, 10, 10, 20, 20, 30, 30, 30, 40, 30, 40, 30, 30, 40, 30, 30, 30, 30, 30, 40, 50, 50, 30, 20, 20, 20, 30, 40, 30, 40, 40, 20, 40, 50, 40, 40, 40, 30, 40, 40, 40, 40, 50, 50, 40, 40]"
ai legal counsel,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 20, 10, 10, 20, 10, 10, 10, 10, 20, 30, 20, 20, 30, 20, 30, 20, 40, 30, 30, 70, 20, 30, 10, 30, 30, 30, 10, 30, 90]"
ai business partner,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 10, 20, 10, 20, 20, 10, 20, 30, 20, 10, 20, 20, 20, 40, 90, 20, 30, 20, 50, 40, 30, 40, 50, 30, 20, 30, 40, 30, 20, 50, 30, 50, 50, 30]"
ai film editor,40,"[10, 10, 10, 10, 10, 10, 20, 10, 20, 20, 50, 20, 30, 20, 30, 20, 20, 40, 40, 50, 40, 30, 40, 40, 30, 30, 20, 30, 20, 30, 40, 40, 40, 50, 40, 30, 40, 30, 40, 30, 50, 40, 40, 40, 40, 40, 50, 30]"
ai marketing manager,40,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 10, 30, 10, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 30, 30, 20, 30, 30, 20, 20, 30, 30, 30, 30, 50, 30, 40, 30, 40, 30, 20, 20, 30, 30, 40, 50, 40, 40]"
ai creative strategist,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 30, 20, 30, 30, 40, 30, 40, 40, 20, 50, 70, 50, 40, 50, 40]"
ai adoption specialist,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 20, 10, 10, 20, 10, 20, 20, 20, 30, 30, 70, 70, 50, 70, 70]"
ai account executive,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 20, 30, 20, 20, 10, 10, 10, 20, 20, 10, 10, 10, 30, 10, 30, 20, 20, 30, 20, 20, 40, 30, 40, 40, 50, 50, 50, 20, 30, 40, 50, 70, 50, 40, 50]"
embedded ai engineer,40,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 10, 20, 30, 30, 30, 40, 30, 20, 40, 30, 30, 40, 30, 10, 50, 50, 50, 70, 50, 40]"
edge ai engineer,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 10, 0, 0, 0, 0, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 30, 40, 20, 30, 30, 50, 40, 50, 50, 50, 30]"
ai augmented engineer,30,"[10, 0, 0, 0, 10, 0, 0, 0, 0, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 20, 30, 40, 50, 40, 40, 70]"
ai makeup artist,30,"[0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 20, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 30, 20, 30, 30, 30, 40, 20, 30, 20, 40, 20, 20, 10, 10]"
aiops engineer,30,"[10, 20, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 30, 10, 10, 10, 30, 30, 50, 30, 20, 10, 20, 10, 20, 10, 20, 10, 20, 30, 20, 30, 30, 30, 20, 30, 30, 40, 20, 20, 20, 20, 40, 30, 30, 50, 40]"
conversational ai engineer,30,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 20, 10, 20, 10, 10, 20, 10, 10, 20, 20, 20, 10, 20, 10, 20, 30, 20, 10, 40, 30, 40, 30, 30, 20, 10, 30, 20, 30, 40, 30, 20, 90, 40, 40, 40, 20]"
ai account manager,30,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 10, 10, 10, 10, 20, 10, 10, 10, 30, 10, 20, 20, 20, 20, 10, 20, 20, 30, 40, 30, 30, 30, 30, 30, 30, 40, 40, 50, 40, 20, 30, 30, 30, 40, 40, 30, 30, 30]"
chief ai scientist,30,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 10, 10, 20, 20, 10, 20, 10, 20, 20, 30, 10, 20, 20, 20, 30, 20, 30, 20, 10, 20, 10, 20, 50, 30, 30, 40, 50, 30, 30, 10, 20, 20, 20, 20]"
ai compiler engineer,30,"[10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 20, 30, 20, 20, 10, 30, 40, 40, 40, 20, 20, 30, 30, 30, 20, 30, 40, 90, 20, 10, 30, 40, 20, 20, 20, 30, 20, 30, 20, 20, 30, 20, 40, 40, 10]"
ai finance manager,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 20, 10, 30, 20, 10, 20, 10, 20, 10, 30, 20, 10, 10, 10, 10, 40, 30, 20, 30, 30, 30, 30, 30, 40, 40, 30, 30]"
ai governance manager,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 20, 20, 10, 30, 30, 30, 40, 50, 40]"
ai research analyst,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 10, 10, 30, 10, 20, 10, 40, 30, 30, 30, 40, 30, 70, 40, 20, 40, 30, 40, 30, 30, 20, 30, 30, 20, 20, 30, 20, 20, 20, 30, 30, 50, 40, 30]"
ai transformation lead,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 20, 20, 10, 20, 10, 10, 10, 10, 20, 30, 40, 50, 40, 90]"
ai acting coach,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 10, 20, 20, 20, 20, 30, 20, 10, 10, 10, 20, 20, 50, 50, 20, 40, 30, 30]"
ai product specialist,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 20, 20, 30, 30, 30, 20, 20, 20, 30, 20, 30, 20, 40, 50, 40, 20, 30, 30]"
ai governance lead,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 30, 10, 20, 30, 40, 30, 40, 40, 40, 30]"
ai compliance manager,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 50, 30, 50, 50, 40, 20, 50, 30, 30, 10, 10, 20, 20, 30, 20, 10]"
ai workflow engineer,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 10, 10, 10, 20, 20, 20, 20, 20, 20, 20, 70, 70, 50, 50]"
ai inference engineer,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 20, 30, 10, 10, 20, 10, 10, 10, 20, 20, 20, 20, 10, 20, 10, 20, 10, 70, 70, 40, 20, 50]"
healthcare ai engineer,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40, 30, 20, 10, 20, 10, 30, 20, 20, 10, 50, 10, 30, 20, 30, 30, 30, 40, 30, 20, 20, 20, 40, 40, 30, 40, 50, 30]"
ai security researcher,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 30, 30, 20, 10, 20, 10, 20, 10, 10, 20, 10, 30, 20, 30, 30, 30, 40, 40, 30, 30, 30, 40, 30, 50, 20, 40, 30]"
ai integration consultant,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 40, 10, 20, 20, 30, 20, 20, 20, 10, 20, 20, 20, 10, 10, 40, 70, 40, 20]"
director of ai engineering,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 40, 10, 10, 20, 10, 20, 20, 50, 30, 30, 40]"
ai growth partner,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 30, 30, 30, 30, 30, 30, 30, 30, 10, 30, 20]"
ai enablement lead,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 30, 10, 10, 10, 30, 30, 40, 50, 50, 90]"
agentic ai product manager,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 20, 20, 20, 20, 20, 30, 40, 30, 20, 30, 40]"
ai safety researcher,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 40, 20, 10, 10, 20, 10, 10, 20, 10, 20, 20, 10, 10, 10, 20, 30, 20, 30, 30, 30, 20, 20, 70, 40, 50, 30, 30]"
ai cloud architect,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 70, 10, 10, 10, 20, 10, 20, 20, 30, 20, 30, 20, 20, 10, 10, 10, 10, 20, 20, 20, 30, 10, 20, 20, 20, 20, 30, 30, 10, 20, 30, 30, 30, 50, 30, 20]"
ai native developer,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 10, 20, 10, 20, 10, 10, 10, 10, 10, 10, 30, 20, 30, 30]"
ai mixing engineer,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 10, 10, 10, 10, 20, 20, 10, 10, 10, 10, 20, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 10, 20, 20, 20, 20, 20, 30, 20, 20, 20, 10, 20, 30, 20]"
llm researcher,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 10, 10, 20, 10, 10, 10, 10, 20, 10, 10, 10, 20, 10, 20, 20, 10, 40, 20, 20, 20, 20, 10, 20, 10, 20, 10, 20, 10, 10, 30, 20, 20, 10, 10]"
ai automation analyst,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 30, 30, 10, 40, 30, 20]"
ai solutions manager,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 20, 10, 20, 10, 10, 10, 10, 20, 10, 10, 10, 20, 20, 20, 20, 20, 20, 20, 20, 110]"
ai community manager,20,"[0, 10, 10, 0, 10, 10, 10, 10, 20, 10, 20, 10, 10, 10, 10, 10, 10, 20, 10, 20, 10, 30, 30, 20, 10, 10, 10, 20, 10, 20, 10, 10, 20, 30, 20, 20, 30, 20, 10, 30, 30, 10, 10, 20, 20, 10, 10, 20]"
senior ai product manager,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 30, 30, 10, 20, 10, 30, 40, 20, 20, 30, 20, 20]"
ai risk manager,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 20, 20, 20, 20, 10, 20, 10, 20, 20]"
senior ai software engineer,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 20, 30, 20, 40, 20]"
ai research fellow,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 30, 10, 20, 10, 20, 10, 10, 10, 20, 10, 30]"
ai agent product manager,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 30, 20, 30, 20, 40, 40, 30, 40, 40, 40, 20, 10, 20, 10, 40, 20, 20, 20, 20]"
ai strategic advisor,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 20, 10, 20, 30, 20, 10, 20, 10, 30, 20, 20, 30]"
ai business development manager,20,"[10, 10, 10, 10, 20, 10, 10, 10, 10, 10, 40, 50, 30, 20, 10, 20, 20, 20, 20, 40, 30, 20, 20, 20, 20, 20, 20, 30, 20, 30, 20, 20, 20, 30, 20, 10, 30, 20, 30, 20, 30, 20, 20, 20, 30, 10, 10, 10]"
ai content manager,20,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 10, 10, 10, 10, 10, 10, 20, 10, 20, 10, 10, 10, 20, 20, 20, 20, 20, 20, 20, 20, 30, 20, 20, 20, 20, 40, 10, 20, 10, 20, 20, 20, 30, 30, 30, 10]"
ai sales consultant,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 10, 10, 10, 20, 20, 20, 20, 20, 10, 20, 20, 20, 10, 20, 30, 10, 20, 20, 10, 10, 10, 10]"
agentic ai specialist,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 10, 20, 10, 10, 10, 10, 10, 50, 20, 30, 10]"
ai adoption manager,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 10, 10, 10, 20, 10, 10, 10, 20, 10, 30, 20, 10, 20]"
ai product support specialist,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40, 30, 40, 30, 10, 10, 10, 10, 10, 10, 10]"
ai legal consultant,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 20, 20, 10, 10, 10, 10, 10, 10, 10, 20, 20, 20, 30, 90, 10, 40, 40, 20, 10, 10, 10, 20, 20, 20, 30, 20, 20]"
ai job coach,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 10, 10, 30, 20, 30, 10, 20, 20, 10, 20, 10, 10, 10, 10, 10, 30, 10, 20, 20, 30, 20, 20, 20, 10, 20, 10, 20, 10, 20, 10]"
human ai interaction designer,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 30, 30, 30, 30, 30, 20, 20, 20, 20, 20, 20]"
ai board member,20,"[10, 0, 20, 10, 10, 10, 10, 20, 20, 10, 20, 10, 10, 10, 10, 10, 30, 20, 20, 10, 10, 20, 20, 20, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 30, 20, 20, 10, 10, 30, 20, 20, 50]"
director of ai strategy,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 30, 20, 20, 20, 10, 10, 20, 30, 20, 30, 20, 20]"
ai agile coach,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 10, 10, 20, 10, 10, 10, 10, 10, 20, 10, 30, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 10, 70]"
