Job Title,Category,Seniority Level,Domain Focus,Sources,Source Count,keyword
Applied AI Engineer,Core Technical Engineering,Mid-Senior,Applied Product Features,claude_web;gemini;original,3,applied ai engineer
Applied AI Product Manager,,,,expanded,1,applied ai product manager
Applied AI Scientist,,,,expanded,1,applied ai scientist
Artificial Intelligence Architect,Architecture & Design,Principal,Enterprise Infrastructure,gemini,1,artificial intelligence architect
Artificial Intelligence Consultant,Strategy & Operations,Senior,Enterprise Solutions,gemini,1,artificial intelligence consultant
Artificial Intelligence Developer,Core Technical Engineering,Mid,Application Engineering,claude_web;gemini,2,artificial intelligence developer
Artificial Intelligence Engineer,Core Technical Engineering,Mid-Senior,Algorithmic Software Engineering,gemini;original,2,artificial intelligence engineer
Artificial Intelligence Operations Lead,Infrastructure & Operations,Lead,Production Workflows,gemini,1,artificial intelligence operations lead
Artificial Intelligence Research Scientist,Research & Foundational Science,Senior,Foundational Model R&D,gemini,1,artificial intelligence research scientist
Artificial Intelligence Specialist,Core Technical Engineering,Mid-Senior,Domain Implementation,gemini,1,artificial intelligence specialist
Artificial Intelligence Strategy Consultant,Strategy & Operations,Senior,Corporate Roadmaps,gemini,1,artificial intelligence strategy consultant
ASIC AI Engineer,Hardware Design,,,claude_web,1,asic ai engineer
Associate AI Engineer,Seniority Variants,,,claude_web,1,associate ai engineer
Audio AI Engineer,,,,expanded,1,audio ai engineer
Audio AI Specialist,Audio/Music,,,claude_web,1,audio ai specialist
Automotive AI Engineer,,,,expanded,1,automotive ai engineer
Autonomous AI Engineer,Specialized Technical,,,claude_web;original,2,autonomous ai engineer
Bayesian AI Engineer,Probabilistic Systems,,,claude_web,1,bayesian ai engineer
Bio AI Engineer,Biotech,,,claude_web,1,bio ai engineer
Biomedical AI Engineer,Biotech,,,claude_web,1,biomedical ai engineer
C-Suite AI Executive,Executive,,,claude_web,1,c-suite ai executive
Causal Inference AI Engineer,Causal Models,,,claude_web,1,causal inference ai engineer
Chatbot AI Engineer,Conversational AI,,,claude_web,1,chatbot ai engineer
Chemistry AI Engineer,Chemistry,,,claude_web,1,chemistry ai engineer
Chief AI Officer,Executive & Strategy,C-Suite,Enterprise Strategy & Governance,claude_web;gemini;original,3,chief ai officer
Chief AI Revenue Officer,Executive,,,claude_web;expanded,2,chief ai revenue officer
Chief AI Scientist,,,,expanded,1,chief ai scientist
Chief Artificial Intelligence Officer,Executive,,,claude_web,1,chief artificial intelligence officer
Chief Medical AI Officer,,,,expanded,1,chief medical ai officer
Chief Responsible AI Officer,Executive & Strategy,C-Suite,Ethics & Compliance,gemini,1,chief responsible ai officer
Chip Design AI Engineer,Hardware Design,,,claude_web,1,chip design ai engineer
Climate AI Specialist,Climate Science,,,claude_web,1,climate ai specialist
Clinical AI Engineer,Healthcare Domain,,,claude_web,1,clinical ai engineer
Clinical AI Informaticist,,,,expanded,1,clinical ai informaticist
Clinical AI Product Manager,,,,expanded,1,clinical ai product manager
Clinical AI Reviewer,Healthcare & Medicine,Senior,Medical Safety Auditing,gemini,1,clinical ai reviewer
Clinical AI Specialist,Data Science & Analytics,,,claude_web;expanded,2,clinical ai specialist
Clinical Trial AI Specialist,Healthcare Compliance,,,claude_web,1,clinical trial ai specialist
Cognitive AI Engineer,Specialized Technical,,,original,1,cognitive ai engineer
Collaborative Filtering AI Engineer,Recommendation Systems,,,claude_web,1,collaborative filtering ai engineer
Community Detection AI Engineer,Graph Systems,,,claude_web,1,community detection ai engineer
Computer Vision AI Engineer,Specialized Technical,,,claude_web,1,computer vision ai engineer
Content-Based AI Recommendation Engineer,Recommendation Systems,,,claude_web,1,content-based ai recommendation engineer
Context Engineer,Emerging Roles,,,claude_web;original,2,context engineer
Conversational AI Designer,Creative,,,claude_web;expanded,2,conversational ai designer
Conversational AI Engineer,Specialized Technical,,,claude_web;original,2,conversational ai engineer
Counterfactual AI Engineer,Causal Models,,,claude_web,1,counterfactual ai engineer
Credit Risk AI Analyst,Finance,,,claude_web,1,credit risk ai analyst
Crop Monitoring AI Specialist,Agriculture,,,claude_web,1,crop monitoring ai specialist
Cybersecurity AI Specialist,Security Domain,,,claude_web,1,cybersecurity ai specialist
Data Privacy Lead - AI Systems,Governance & Ethics,Lead,Data Protection & Privacy,gemini,1,data privacy lead ai systems
Data Scientist - AI Specialization,Data & Analytics,Mid-Senior,Predictive Analytics,gemini,1,data scientist ai specialization
Decentralized AI Engineer,Decentralized Systems,,,claude_web,1,decentralized ai engineer
Defense AI Engineer,Government/Defense,,,claude_web,1,defense ai engineer
Diagnostic AI Specialist,Healthcare,,,claude_web,1,diagnostic ai specialist
Dialogue AI Engineer,Conversational AI,,,claude_web,1,dialogue ai engineer
Differential Privacy AI Engineer,Privacy,,,claude_web,1,differential privacy ai engineer
Director of AI,Executive,,,claude_web;expanded,2,director of ai
Director of AI Design & Experience,Executive,,,claude_web,1,director of ai design experience
Director of AI Engineering,Executive & Strategy,Director,Engineering Management,claude_web;expanded;gemini,3,director of ai engineering
Director of AI Engineering and Operations,,,,expanded,1,director of ai engineering and operations
Director of AI Governance,Governance/Safety/Ethics,,,claude_web,1,director of ai governance
Director of AI Marketing,Creative,,,claude_web,1,director of ai marketing
Director of AI Research,,,,expanded,1,director of ai research
Director of AI Strategy,,,,expanded,1,director of ai strategy
Distinguished AI Engineer,Seniority Variants,,,claude_web,1,distinguished ai engineer
Drug Discovery AI Engineer,Biotech,,,claude_web,1,drug discovery ai engineer
E-commerce AI Specialist,E-commerce Domain,,,claude_web,1,e-commerce ai specialist
Edge AI Engineer,Specialized Technical,,,claude_web;original,2,edge ai engineer
Educational AI Specialist,Education Domain,,,claude_web,1,educational ai specialist
Embedded AI Engineer,Embedded Systems,,,claude_web,1,embedded ai engineer
Encrypted AI Engineer,Cryptography,,,claude_web,1,encrypted ai engineer
Energy AI Engineer,Energy Sector,,,claude_web,1,energy ai engineer
Enterprise AI Architect,,,,expanded,1,enterprise ai architect
Enterprise AI Solutions Architect,Architecture & Design,Senior,Client Infrastructure,gemini,1,enterprise ai solutions architect
Ethical AI Architect,,,,expanded,1,ethical ai architect
Evals Engineer,AI Training/Annotation,,,claude_web,1,evals engineer
Explainable AI (XAI) Specialist,Specialized Technical,,,claude_web,1,explainable ai specialist
Explainable AI Specialist,Specialized Technical,,,claude_web,1,explainable ai specialist
Fairness AI Engineer,Fairness,,,claude_web,1,fairness ai engineer
Farm Management AI Specialist,Agriculture,,,claude_web,1,farm management ai specialist
FDA AI Specialist,Healthcare Compliance,,,claude_web,1,fda ai specialist
Feature Store AI Engineer,Data Engineering,,,claude_web,1,feature store ai engineer
Federated Learning AI Engineer,Distributed Learning,,,claude_web,1,federated learning ai engineer
Financial AI Engineer,Finance Domain,,,claude_web,1,financial ai engineer
Financial AI Specialist,Data Science & Analytics,,,claude_web,1,financial ai specialist
FinTech AI Data Analyst,Finance & Fintech,Mid,Transaction Analytics,gemini,1,fintech ai data analyst
FinTech AI Developer,Finance & Fintech,Mid-Senior,Banking API & Model Integration,gemini,1,fintech ai developer
Food Science AI Engineer,Food & Beverage,,,claude_web,1,food science ai engineer
Forecasting AI Engineer,Forecasting,,,claude_web,1,forecasting ai engineer
Forward Deployed AI Engineer,Core Technical Engineering,Senior,Client-Embedded Engineering,expanded;gemini,2,forward deployed ai engineer
Forward Deployed Engineer,Core Technical Engineering,,Client-Embedded Engineering,manual,1,forward deployed engineer
Forward-Deployed AI Engineer,Deployment,,,claude_web,1,forward-deployed ai engineer
Founding AI Engineer,,,,expanded,1,founding ai engineer
Founding AI ML Engineer,,,,expanded,1,founding ai ml engineer
FPGA AI Engineer,Hardware Design,,,claude_web,1,fpga ai engineer
Fraud Detection AI Specialist,Finance,,,claude_web,1,fraud detection ai specialist
Full Stack AI Engineer,,,,expanded,1,full stack ai engineer
Function AI Lead,,,,expanded,1,function ai lead
Game AI Specialist,Gaming,,,claude_web,1,game ai specialist
Gaming AI Engineer,Gaming,,,claude_web,1,gaming ai engineer
GenAI Application Developer,,,,expanded,1,genai application developer
GenAI Engineer,Core AI/ML Engineering,,,claude_web,1,genai engineer
GenAI Platform Engineer,,,,expanded,1,genai platform engineer
Generative AI Designer,Design & Creative,Mid,Visual Asset Generation,claude_web;expanded;gemini,3,generative ai designer
Generative AI Engineer,Core Technical Engineering,Mid-Senior,Generative Media & Text,claude_web;gemini;original,3,generative ai engineer
Generative AI Infrastructure Engineer,Operations & Infrastructure,,,original,1,generative ai infrastructure engineer
Generative AI Research Scientist,Generative AI,,,claude_web,1,generative ai research scientist
Generative AI Specialist,Generative AI,,,claude_web,1,generative ai specialist
Genomic AI Specialist,Biotech,,,claude_web,1,genomic ai specialist
Geospatial AI Engineer,Geospatial Analysis,,,claude_web,1,geospatial ai engineer
GPU Optimization AI Engineer,Hardware Optimization,,,claude_web,1,gpu optimization ai engineer
Group AI Product Manager,,,,expanded,1,group ai product manager
Hardware Security AI Specialist,Security,,,claude_web,1,hardware security ai specialist
Head of AI,Leadership & Strategy,,,claude_web;original,2,head of ai
Head of AI Engineering,,,,expanded,1,head of ai engineering
Head of AI Experience,Executive,,,claude_web,1,head of ai experience
Head of AI Infrastructure,MLOps/Infrastructure,,,claude_web,1,head of ai infrastructure
Head of AI Operations,,,,expanded,1,head of ai operations
Head of AI Product,,,,expanded,1,head of ai product
Head of AI Research,Executive & Strategy,Director,Research Vision & Execution,gemini,1,head of ai research
Head of AI Strategy,Executive & Strategy,Director,Business Transformation,gemini,1,head of ai strategy
Head of Applied AI Engineering,,,,expanded,1,head of applied ai engineering
Healthcare AI Engineer,Healthcare & Medicine,Senior,Clinical Systems Development,gemini,1,healthcare ai engineer
Healthcare AI Ethics Specialist,Healthcare & Medicine,Senior,Bioethics & Privacy,gemini,1,healthcare ai ethics specialist
Healthcare AI Evaluator,Healthcare & Medicine,Mid,Medical Accuracy Verification,gemini,1,healthcare ai evaluator
Healthcare AI Project Manager,Healthcare & Medicine,Manager,Clinical Software Projects,gemini,1,healthcare ai project manager
Healthcare AI Prompt Engineer,Healthcare & Medicine,Mid,Clinical Communications,gemini,1,healthcare ai prompt engineer
Healthcare AI Specialist,Data Science & Analytics,,,claude_web,1,healthcare ai specialist
Homomorphic Encryption AI Specialist,Cryptography,,,claude_web,1,homomorphic encryption ai specialist
Hotel AI Specialist,Hospitality,,,claude_web,1,hotel ai specialist
Human-AI Interaction Designer,Creative,,,claude_web,1,human-ai interaction designer
Incident Response AI Specialist,Incident Management,,,claude_web,1,incident response ai specialist
Industrial AI Engineer,Manufacturing Domain,,,claude_web,1,industrial ai engineer
Information Retrieval AI Engineer,Search Technology,,,claude_web,1,information retrieval ai engineer
Infosec Data Scientist - AI Infrastructure,Evaluation & Safety,Senior,Security Analytics,gemini,1,infosec data scientist ai infrastructure
Insurance AI Specialist,Insurance,,,claude_web,1,insurance ai specialist
Intern AI Engineer,Seniority Variants,,,claude_web,1,intern ai engineer
Junior AI Engineer,Seniority Variants,,,claude_web;expanded,2,junior ai engineer
Knowledge Graph AI Engineer,Knowledge Systems,,,claude_web,1,knowledge graph ai engineer
Large Language Model Engineer,Core AI/ML Engineering,,,claude_web,1,large language model engineer
Lead AI Architect,,,,expanded,1,lead ai architect
Lead AI Enablement Operations Project Manager,,,,expanded,1,lead ai enablement operations project manager
Lead AI Engineer,Core Technical Engineering,Lead,Technical Oversight,claude_web;gemini,2,lead ai engineer
Lead AI Prompt Engineer,Core Technical Engineering,Lead,Context Architecture Strategy,gemini,1,lead ai prompt engineer
Lead AI Researcher,,,,expanded,1,lead ai researcher
Lead AI Voice Engineer,,,,expanded,1,lead ai voice engineer
Legal AI Prompt Specialist,Legal & Professional,Mid,Contract Analysis & Drafting,gemini,1,legal ai prompt specialist
Legal AI Specialist,Legal Domain,,,claude_web,1,legal ai specialist
Lending AI Specialist,Finance,,,claude_web,1,lending ai specialist
Link Prediction AI Engineer,Graph Systems,,,claude_web,1,link prediction ai engineer
LLM Architect,Large Language Models,,,claude_web,1,llm architect
LLM Engineer,Specialized Technical,,,claude_web;original,2,llm engineer
LLM Fine-Tuning Specialist,Specialized Technical,,,original,1,llm fine-tuning specialist
LLM Prompt Engineer,Specialized Technical,,,original,1,llm prompt engineer
LLM Researcher,Large Language Models,,,claude_web,1,llm researcher
LLM Specialist,Large Language Models,,,claude_web,1,llm specialist
LLMOps Engineer,Operations & Infrastructure,,,claude_web;original,2,llmops engineer
Logistics AI Engineer,Logistics,,,claude_web,1,logistics ai engineer
Machine Intelligence Engineer,Core AI/ML Engineering,,,claude_web,1,machine intelligence engineer
Materials Science AI Engineer,Materials Science,,,claude_web,1,materials science ai engineer
Medical AI Specialist,Data Science & Analytics,,,claude_web,1,medical ai specialist
Medical AI Trainer,Healthcare & Medicine,Mid,Clinical Model Alignment,gemini,1,medical ai trainer
Medical Data Scientist - AI,Healthcare & Medicine,Senior,Health Data Modeling,gemini,1,medical data scientist ai
Member of Technical Staff (MTS) - AI Research,Research & Foundational Science,Staff,Frontier Model Research,gemini,1,member of technical staff ai research
Memory Optimization AI Engineer,Hardware Optimization,,,claude_web,1,memory optimization ai engineer
Mid-Level AI Engineer,,,,expanded,1,mid-level ai engineer
Molecular AI Scientist,Biotech,,,claude_web,1,molecular ai scientist
Multimodal AI Engineer,Multimodal Systems,,,claude_web;expanded,2,multimodal ai engineer
Multimodal AI Researcher,Multimodal Systems,,,claude_web,1,multimodal ai researcher
Multimodal AI Scientist,Research & Foundational Science,Senior,Cross-Modal Learning,gemini,1,multimodal ai scientist
Music AI Engineer,Audio/Music,,,claude_web,1,music ai engineer
Network Analysis AI Engineer,Network Science,,,claude_web,1,network analysis ai engineer
Neuromorphic AI Engineer,Neuromorphic Computing,,,claude_web,1,neuromorphic ai engineer
NLP AI Engineer,Specialized Technical,,,claude_web,1,nlp ai engineer
On-Device AI Engineer,Hardware/Edge,,,claude_web,1,on-device ai engineer
Ontology AI Engineer,Knowledge Systems,,,claude_web,1,ontology ai engineer
Outlier Detection AI Specialist,Data Quality,,,claude_web,1,outlier detection ai specialist
Pathology AI Specialist,Healthcare,,,claude_web,1,pathology ai specialist
Patient Safety AI Specialist,Healthcare,,,claude_web,1,patient safety ai specialist
Personalization AI Engineer,Personalization,,,claude_web,1,personalization ai engineer
Portfolio AI Manager,Finance,,,claude_web,1,portfolio ai manager
Power Efficiency AI Engineer,Hardware Optimization,,,claude_web,1,power efficiency ai engineer
Prediction AI Engineer,Predictive Analytics,,,claude_web,1,prediction ai engineer
Principal Agentic AI Architect,,,,expanded,1,principal agentic ai architect
Principal Agentic GenAI Forward-Deployed Context Architect,,,,expanded,1,principal agentic genai forward-deployed context architect
Principal AI Architect,Architecture & Design,Principal,Enterprise System Design,expanded;gemini,2,principal ai architect
Principal AI Engineer,Core Technical Engineering,Principal,Enterprise Systems,claude_web;expanded;gemini,3,principal ai engineer
Principal AI Product Manager,,,,expanded,1,principal ai product manager
Principal AI Strategy Consultant,,,,expanded,1,principal ai strategy consultant
Privacy & AI Governance Analyst,,,,expanded,1,privacy ai governance analyst
Privacy-Preserving AI Engineer,Privacy,,,claude_web,1,privacy-preserving ai engineer
Probabilistic AI Engineer,Probabilistic Systems,,,claude_web,1,probabilistic ai engineer
Prompt Engineer,Emerging Roles,,,claude_web;original,2,prompt engineer
Property Valuation AI Engineer,Real Estate,,,claude_web,1,property valuation ai engineer
Quantitative AI Analyst,Data Science & Analytics,,,claude_web,1,quantitative ai analyst
Quantitative AI Engineer,Finance Domain,,,claude_web,1,quantitative ai engineer
Quantum AI Engineer,Specialized Technical,,,claude_web;original,2,quantum ai engineer
Radiology AI Specialist,Healthcare,,,claude_web,1,radiology ai specialist
RAG Engineer,Specialized Technical,,,claude_web;original,2,rag engineer
Ranking AI Engineer,Search Technology,,,claude_web,1,ranking ai engineer
Real Estate AI Specialist,Real Estate,,,claude_web,1,real estate ai specialist
Recommendation AI Engineer,Specialized Domains,,,claude_web,1,recommendation ai engineer
Recommendation System AI Engineer,Recommendation Systems,,,claude_web,1,recommendation system ai engineer
Regulatory AI Specialist,Compliance,,,claude_web,1,regulatory ai specialist
Reinforcement Learning AI Engineer,Specialized Domains,,,claude_web,1,reinforcement learning ai engineer
Renewable Energy AI Specialist,Energy Sector,,,claude_web,1,renewable energy ai specialist
Responsible AI Engineer,Governance & Ethics,,,original,1,responsible ai engineer
Responsible AI Lead,Governance & Ethics,Lead,Corporate Responsibility,claude_web;expanded;gemini,3,responsible ai lead
Responsible AI Officer,Governance & Ethics,,,original,1,responsible ai officer
Responsible AI Scientist,Governance/Safety/Ethics,,,claude_web;expanded,2,responsible ai scientist
Responsible AI TPM,Product & Program Management,Senior,Ethics Lifecycle Management,gemini,1,responsible ai tpm
Restaurant AI Manager,Hospitality,,,claude_web,1,restaurant ai manager
Retail AI Engineer,E-commerce Domain,,,claude_web,1,retail ai engineer
Retrieval Augmented Generation AI Engineer,RAG Systems,,,claude_web,1,retrieval augmented generation ai engineer
Risk Management AI Specialist,Finance,,,claude_web,1,risk management ai specialist
RLHF Contributor,AI Training/Annotation,,,claude_web,1,rlhf contributor
Robotic Software R&D Engineer - AI,Core Technical Engineering,Senior,Autonomous Hardware,gemini,1,robotic software r d engineer ai
Robust AI Engineer,Robustness,,,claude_web,1,robust ai engineer
SAP AI Specialist,,,,expanded,1,sap ai specialist
Search AI Engineer,Search Technology,,,claude_web,1,search ai engineer
Secure Multiparty Computation AI Engineer,Cryptography,,,claude_web,1,secure multiparty computation ai engineer
Semantic Web AI Specialist,Semantic Technologies,,,claude_web,1,semantic web ai specialist
Senior Agentic AI Engineer,,,,expanded,1,senior agentic ai engineer
Senior AI Architect,,,,expanded,1,senior ai architect
Senior AI Consultant,,,,expanded,1,senior ai consultant
Senior AI Engineer,Seniority Variants,,,claude_web;expanded,2,senior ai engineer
Senior AI Infrastructure Engineer,,,,expanded,1,senior ai infrastructure engineer
Senior AI Leadership Position,Executive,,,claude_web,1,senior ai leadership position
Senior AI Product Manager,Product/Strategy,,,claude_web;expanded,2,senior ai product manager
Senior AI Prompt Engineer,Core Technical Engineering,Senior,Advanced Context Engineering,gemini,1,senior ai prompt engineer
Senior AI Research Scientist,,,,expanded,1,senior ai research scientist
Senior AI Security Product Manager,,,,expanded,1,senior ai security product manager
Senior AI Software Engineer,Core Technical Engineering,Senior,Full Stack AI Applications,gemini,1,senior ai software engineer
Senior AI Technical Program Manager,Product & Program Management,Senior,Infrastructure & Delivery,gemini,1,senior ai technical program manager
Senior GenAI Lead,,,,expanded,1,senior genai lead
Senior Healthcare AI Engineer,Healthcare Domain,,,claude_web,1,senior healthcare ai engineer
Senior Manager AI Automation Architect,,,,expanded,1,senior manager ai automation architect
Senior Manager of AI Governance,,,,expanded,1,senior manager of ai governance
Senior Solution Consultant AI Specialist,,,,expanded,1,senior solution consultant ai specialist
Social Network AI Analyst,Social Networks,,,claude_web,1,social network ai analyst
Speech Scientist - AI,Research & Foundational Science,Senior,Voice Models & Synthesis,gemini,1,speech scientist ai
Speech Synthesis AI Engineer,Voice Technology,,,claude_web,1,speech synthesis ai engineer
Sports Analytics AI Engineer,Sports,,,claude_web,1,sports analytics ai engineer
Sr Director AI Data Strategy and Governance,,,,expanded,1,sr director ai data strategy and governance
Staff AI Engineer,Core Technical Engineering,Staff,Core Architecture,claude_web;expanded;gemini,3,staff ai engineer
Staff AI Research Scientist,,,,expanded,1,staff ai research scientist
Staff VP AI Technology Governance and Enablement,,,,expanded,1,staff vp ai technology governance and enablement
Supply Chain AI Integrator,,,,expanded,1,supply chain ai integrator
Supply Chain AI Specialist,Supply Chain,,,claude_web,1,supply chain ai specialist
Sustainability AI Product Manager,,,,expanded,1,sustainability ai product manager
Technical AI Policy Researcher,,,,expanded,1,technical ai policy researcher
Third-Party Risk Assessor for AI,Governance/Safety/Ethics,,,claude_web,1,third-party risk assessor for ai
Time Series AI Engineer,Time Series Analysis,,,claude_web,1,time series ai engineer
Tourism AI Analyst,Hospitality,,,claude_web,1,tourism ai analyst
TPU Optimization AI Engineer,Hardware Optimization,,,claude_web,1,tpu optimization ai engineer
Trading AI Specialist,Finance,,,claude_web,1,trading ai specialist
Transparency AI Specialist,Interpretability,,,claude_web,1,transparency ai specialist
Transparency and Interpretability AI Engineer,Interpretability,,,claude_web,1,transparency and interpretability ai engineer
Transportation AI Engineer,Transportation,,,claude_web,1,transportation ai engineer
Trusted Execution Environment AI Engineer,Security,,,claude_web,1,trusted execution environment ai engineer
Trustworthy AI Engineer,Trust & Safety,,,claude_web,1,trustworthy ai engineer
Uncertainty Quantification AI Engineer,Uncertainty,,,claude_web,1,uncertainty quantification ai engineer
Urban Planning AI Specialist,City Planning,,,claude_web,1,urban planning ai specialist
Vector Database AI Engineer,Databases,,,claude_web,1,vector database ai engineer
VFX AI Specialist,Visual Effects,,,claude_web,1,vfx ai specialist
Voice AI Engineer,Voice Technology,,,claude_web;expanded,2,voice ai engineer
VP AI Center of Excellence,,,,expanded,1,vp ai center of excellence
VP of AI,Executive,,,claude_web;expanded,2,vp of ai
VP of AI Engineering,Executive & Strategy,Executive,Engineering Leadership,gemini,1,vp of ai engineering
VP of AI Product Marketing,Creative,,,claude_web,1,vp of ai product marketing
VP of AI/ML,Executive,,,claude_web,1,vp of ai ml
VP of Artificial Intelligence,Executive & Strategy,Executive,Organizational AI Leadership,gemini,1,vp of artificial intelligence
Weather AI Specialist,Climate/Weather,,,claude_web,1,weather ai specialist
Weather Forecasting AI Engineer,Climate Science,,,claude_web,1,weather forecasting ai engineer
