Job Title,Category,Seniority Level,Domain Focus,Sources,Source Count
Senior AI Consultant,,,,expanded,1
Senior AI Engineer,Seniority Variants,,,claude_web;expanded,2
Senior AI Infrastructure Engineer,,,,expanded,1
Senior AI Leadership Position,Executive,,,claude_web,1
Senior AI Product Manager,Product/Strategy,,,claude_web;expanded,2
Senior AI Prompt Engineer,Core Technical Engineering,Senior,Advanced Context Engineering,gemini,1
Senior AI Research Scientist,,,,expanded,1
Senior AI Security Product Manager,,,,expanded,1
Senior AI Software Engineer,Core Technical Engineering,Senior,Full Stack AI Applications,gemini,1
Senior AI Technical Program Manager,Product & Program Management,Senior,Infrastructure & Delivery,gemini,1
Senior GenAI Lead,,,,expanded,1
Senior Healthcare AI Engineer,Healthcare Domain,,,claude_web,1
Senior Manager AI Automation Architect,,,,expanded,1
Senior Manager of AI Governance,,,,expanded,1
Senior Solution Consultant AI Specialist,,,,expanded,1
Social Network AI Analyst,Social Networks,,,claude_web,1
Speech Scientist - AI,Research & Foundational Science,Senior,Voice Models & Synthesis,gemini,1
Speech Synthesis AI Engineer,Voice Technology,,,claude_web,1
Sports Analytics AI Engineer,Sports,,,claude_web,1
Sr Director AI Data Strategy and Governance,,,,expanded,1
Staff AI Engineer,Core Technical Engineering,Staff,Core Architecture,claude_web;expanded;gemini,3
Staff AI Research Scientist,,,,expanded,1
Staff VP AI Technology Governance and Enablement,,,,expanded,1
Supply Chain AI Integrator,,,,expanded,1
Supply Chain AI Specialist,Supply Chain,,,claude_web,1
Sustainability AI Product Manager,,,,expanded,1
Technical AI Policy Researcher,,,,expanded,1
Third-Party Risk Assessor for AI,Governance/Safety/Ethics,,,claude_web,1
Time Series AI Engineer,Time Series Analysis,,,claude_web,1
Tourism AI Analyst,Hospitality,,,claude_web,1
TPU Optimization AI Engineer,Hardware Optimization,,,claude_web,1
Trading AI Specialist,Finance,,,claude_web,1
Transparency AI Specialist,Interpretability,,,claude_web,1
Transparency and Interpretability AI Engineer,Interpretability,,,claude_web,1
Transportation AI Engineer,Transportation,,,claude_web,1
Trusted Execution Environment AI Engineer,Security,,,claude_web,1
Trustworthy AI Engineer,Trust & Safety,,,claude_web,1
Uncertainty Quantification AI Engineer,Uncertainty,,,claude_web,1
Urban Planning AI Specialist,City Planning,,,claude_web,1
Vector Database AI Engineer,Databases,,,claude_web,1
VFX AI Specialist,Visual Effects,,,claude_web,1
Voice AI Engineer,Voice Technology,,,claude_web;expanded,2
VP AI Center of Excellence,,,,expanded,1
VP of AI,Executive,,,claude_web;expanded,2
VP of AI Engineering,Executive & Strategy,Executive,Engineering Leadership,gemini,1
VP of AI Product Marketing,Creative,,,claude_web,1
VP of AI/ML,Executive,,,claude_web,1
VP of Artificial Intelligence,Executive & Strategy,Executive,Organizational AI Leadership,gemini,1
Weather AI Specialist,Climate/Weather,,,claude_web,1
Weather Forecasting AI Engineer,Climate Science,,,claude_web,1
